Title,Classification,Company,Location,Posting,Salary,Description,Salary_Low,Salary_High,Unit,Currency
IT Infrastructure Supervisor,(Teknologi Informasi & Komunikasi),PT KARYA TEKHNIK UTAMA,Jakarta Barat,29 hari yang lalu,,"troubleshooting and maintenance, supporting IT infrastructure facilities, coordinate with IT team in site area",,,,
Supply Chain & Cost Manager,"(Manufaktur, Transportasi & Logistik)",PT DAYACIPTA KEMASINDO,Karawang,22 hari yang lalu,,"oversee the entire SCM process, from raw material production planning, to product distribution to customers, for company profitability",,,,
Project Compliance Supervisor,"(Pertambangan, Sumber Daya Alam & Energi)",PT Merdeka Copper Gold Tbk,Jakarta Selatan,19 hari yang lalu,,"Ensure that the Feasibility Study, GolFS/AMDAL, and other project compliance documents follow the latest guidelines from the Government of Indonesia.",,,,
Senior Legal Specialist,(Hukum),PT. Indonesia Fintopia Technology,Jakarta Selatan,27 hari yang lalu,,"Providing legal research, drafting, compliance, and risk advice to ensure business decisions align with laws and fintech regulations.",,,,
Talent Acquisition & Branding Officer,(Sumber Daya Manusia & Perekrutan),"PT Kirana Megatara, Tbk (Triputra Group)",Jakarta Selatan,13 hari yang lalu,,Job Descriptions :Handle end to end recruitment process from candidate source until onboarding process.Coordinate pre-employment test schedules and...,,,,
JUNIOR AUDITOR,(Akuntansi),"KAP Djoko, Sidik & Indra",Jakarta Pusat,14 hari yang lalu,,Dapatkan karir yang menantang di KAP terkemuka sebagai Junior Auditor. Nikmati paket remunerasi kompetitif dan pengembangan professional.,,,,
Corporate Legal,(Hukum),PT Metaphor Indonesia,Jakarta Utara,14 hari yang lalu,,Exciting opportunity to leverage your legal expertise and drive PT Metaphor's success. Join our dynamic team!,,,,
GA - Asset Manager,"(Manufaktur, Transportasi & Logistik)",Sekolah Cikal,Jakarta Selatan,15 hari yang lalu,,This position oversees and coordinates all services related to the school’s facilities.,,,,
Customer Success Specialist Fintech - Yogyakarta Site,(Call Center & Layanan Konsumen),Teleperformance,Sleman,21 hari yang lalu,,We are seeking a customer-oriented service representative to act as a liaison and resolve any emerging problems that our customers might face.,,,,
EHS Officer,(Konstruksi),PT Lemonilo Indonesia Sehat,Cikande,21 hari yang lalu,,-,,,,
Reinsurance Officer,(Asuransi & Dana Pensiun),PT MNC Asuransi Indonesia,Jakarta Pusat,18 hari yang lalu,,The Reinsurance Officer is responsible for managing and processing facultative placement requirements.,,,,
Agronomy Assistant (Riau),"(Pertanian, Hewan & Konservasi)","PT SMART,Tbk",Riau,14 hari yang lalu,,Handling Sinarmas Palm Oil Plantation area,,,,
PIC Lapangan,(Sumber Daya Manusia & Perekrutan),PT OS Selnajaya Indonesia,Cikande,7 hari yang lalu,,Berpengalaman sebagai PIC Lapangan (Human Resources),,,,
R&D Blowing Agent - Footwear - Cilegon (B-121807),(Sains & Teknologi),RGF HR Agent Indonesia,Cilegon,27 hari yang lalu,Rp 10.000.000 – Rp 15.000.000 per month,R&D Blowing Agent for Footwear Company in Cilegon.,10000000.0,15000000.0,month,IDR
Procurement Specialist (Marunda based),"(Manufaktur, Transportasi & Logistik)",APICAL Group,Jakarta Utara,18 hari yang lalu,,"Locate vendors of materials, equipment or supplies, and interview them in order to determine product availability and terms of sales.",,,,
Laboratory Officer,(Sains & Teknologi),PT Royal Lestari Utama (Michelin Group),Jambi,26 hari yang lalu,,Looking for laboratory officer who have proven experience to perform DRC Testing.,,,,
Assistant Manager QAQC,"(Manufaktur, Transportasi & Logistik)",PT Advanex Precision Indonesia,Cikarang Selatan,29 hari yang lalu,,We are seeking an QA/QC Assistant Manager to join our manufacturing team.,,,,
Packaging Engineering,(Teknik),PT. Beurer Indonesia Technology,Kendal,15 hari yang lalu,,Beurer develops products for health and well-being. We help people with smart devices and apps to live healthier lives.,,,,
Warehouse Checker,"(Manufaktur, Transportasi & Logistik)",PT. Global Yimi Cargo (J&T Cargo) - Jakarta,Kecamatan Tangerang,14 hari yang lalu,,"PT. Global Yimi Cargo (J&amp;T Cargo) - Jakarta sedang membuka lowongan untuk posisi Penuh waktu Warehouse Checker di Jatimulya, Banten. Lamar...",,,,
IMPORT STAFF (FREIGHT FORWARDING),"(Manufaktur, Transportasi & Logistik)",PT Maha Harmoni Logistik,Cakung,19 hari yang lalu,,"Understand procedures, regulations, licenses, import documents and the necessary permit, including PIB modules, CEISA 4.0, BC 2.3",,,,
SHE Officer,"(Pertambangan, Sumber Daya Alam & Energi)",,Cikarang Pusat,20 hari yang lalu,Rp 6.000.000 – Rp 6.500.000 per month,"Make SHE program in working area and create the good of working environment by minimize kinds of accident, pollution and occupational diseases",6000000.0,6500000.0,month,IDR
QA Validation & Qualification Staff,(Sains & Teknologi),PT Etana Biotechnologies Indonesia,Pulo Gadung,24 hari yang lalu,,---------,,,,
Legal Litigation & Dispute Settlement Analyst,(Hukum),PT Serasi Autoraya (Member of Astra),Jakarta Utara,18 hari yang lalu,,Job Description : Provide support for non-litigation handling of AR Bad Debt cases Provide assistance to users regarding any disputes that arise or...,,,,
Site Engineer & Planner - Gresik,(Teknik),PT Suprabakti Mandiri,Manyar,25 hari yang lalu,,"Assess Customer equipment condition, Prepare working plan periodically, Perform job planning function comprising scheduling & planning the operations",,,,
Quantity Surveyor,(Konstruksi),PT Petrosea Tbk,Sulawesi Selatan,27 hari yang lalu,,"Manage and ensure all quantity and measurement in accordance with the existing Contract, starting from the initial calculation to the final figure.",,,,
Backend Engineer (Node.js) *Remote Work - IT Consulting - Jakarta (B-95021),(Teknologi Informasi & Komunikasi),RGF HR Agent Indonesia,Jakarta Pusat,25 hari yang lalu,Rp 16.000.000 – Rp 24.000.000 per month,Backend Engineer (Node.js) *Remote Work for IT Consulting Company in Jakarta.,16000000.0,24000000.0,month,IDR
Planner,(Konstruksi),PT Petrosea Tbk,Kalimantan Tengah,28 hari yang lalu,,"Responsibilities:Plan and Implement of Project Schedule Operational Development. Create, develop and control schedule of work activities for a...",,,,
Community Relations Manager (CSR),(Pemasaran & Komunikasi),PT Dinamika Sejahtera Mandiri,Kalimantan Barat,27 hari yang lalu,,Exciting community engagement role with a leading sustainability provider. Nurture local partnerships and drive positive change.,,,,
Paralegal,(Hukum),RicHer & DaiSy Attorney at Law,Jakarta Selatan,26 hari yang lalu,Rp 5.400.000 – Rp 5.900.000 per month,"Provide suppprt and Assist for the Associate and Partners in Preparing, revising and finalizing legal and written documents",5400000.0,5900000.0,month,IDR
HRGA Manager,"(Pertambangan, Sumber Daya Alam & Energi)",PT Gesit Alumas,Jakarta Pusat,28 hari yang lalu,,"Lead end-to-end HR-GA functions incl. recruitment, payroll, T&D, IR, site ops, and compliance with labor laws & company regulations",,,,
Shipping Documentation Specialist（EngLish speaker）,"(Manufaktur, Transportasi & Logistik)",PT Sailun Manufacturing Indonesia,Demak,1 hari yang lalu,Rp 5.000.000 – Rp 7.000.000 per month,international company and great salary,5000000.0,7000000.0,month,IDR
Staff Sales Operation ( Dental Supply ),(Penjualan),PT DS Solutions International,Kelapa Gading,1 hari yang lalu,Rp 5.000.000 – Rp 6.000.000 per month,Grow your sales career at Indonesia's leading dental supplier. Excellent benefits and work culture.,5000000.0,6000000.0,month,IDR
ADMIN SALES,(Administrasi & Dukungan Perkantoran),PT Chera Abadi jaya,Jakarta Timur,1 hari yang lalu,Rp 4.500.000 – Rp 5.300.000 per month,"Pekerjaan yang di handle mengenai customer penjualan, stok dan input by sistem untuk di perusahaan komunikasi yang baik dan pelayanan terbaik",4500000.0,5300000.0,month,IDR
Apprenticeship - Human Resources Information System,(Sumber Daya Manusia & Perekrutan),PT Prudential Life Assurance,Jakarta Raya,1 hari yang lalu,,"Employee Data Maintenance: Ensure accurate and up-to-date maintenance of employee records in the HRIS, including personal information, job details,...",,,,
Sales Project (Furniture) - Surabaya,(Penjualan),VIVERE GROUP,Surabaya,1 hari yang lalu,,"Sales Project, interior background, have network with interior designer, architect and consultant, Surabaya area",,,,
Bootcamp Software Engineer,(Teknologi Informasi & Komunikasi),PT Formulatrix Indonesia,Salatiga,1 hari yang lalu,,"Join FORMULATRIX’s free 2-month C# Bootcamp in Salatiga! Get hands-on dev training, explore robotics, and earn a shot at full-time employment.",,,,
Telesales Intern,(Call Center & Layanan Konsumen),PT. Akasha Wira International Tbk,Jakarta Selatan,1 hari yang lalu,,Telesales Intern,,,,
Account Officer - Semarang,(Penjualan),PT Hino Finance Indonesia,Semarang,1 hari yang lalu,,"Responsible for managing daily accounts, building relationship with debtors/potential debtors, providing customer service.",,,,
Lowongan Kerja sebagai Apoteker Penanggung Jawab di PT United Dico Citas...,(Kesehatan & Medis),PT United Dico Citas,Palembang,1 hari yang lalu,,"Only shortlisted candidates will be contacted! Be Careful with the fraud made in the name of PT. United Dico Citas, our recruitment process never...",,,,
Sales Administration,(Administrasi & Dukungan Perkantoran),PT GeneCraft Labs,Jakarta Barat,1 hari yang lalu,,To support sales team activities by providing accurate administrative services.,,,,
"Manager, HR Operations",(Sumber Daya Manusia & Perekrutan),Hexagon Mining,Balikpapan,1 hari yang lalu,,"An exciting opportunity to join the Hexagon APAC HR Team, based in Balikpapan, supporting our technology operations within the mining sector",,,,
Customer Service Staff,(Call Center & Layanan Konsumen),Siloam Hospitals Bali,Kuta,1 hari yang lalu,,"Siloam Hospitals Bali sedang membuka lowongan untuk posisi Penuh waktu Customer Service Staff di Kuta, Bali. Lamar sekarang untuk menjadi bagian...",,,,
Receptionist Cum Admin,(Administrasi & Dukungan Perkantoran),PT Artha Metal Sinergi,Jakarta Selatan,1 hari yang lalu,,"Opportunity to Learn and Grow
Career Path",,,,
Position,(Ritel & Produk Konsumen),"PT Summarecon Agung, Tbk",Karawang,1 hari yang lalu,,Team leadership: Prioritize and delegate admin/reporting to TROs; uphold data accuracy and service standards as prescribed,,,,
Food & Beverage Manager25137875,(Hospitaliti & Pariwisata),Aloft Hotels,Mulyorejo,1 hari yang lalu,,"Position responsible for all the food and beverage operations, which includes all culinary, restaurant, beverage and room service operations....",,,,
IKEA Food Co-worker (Bali),(Ritel & Produk Konsumen),IKEA Indonesia,Kuta,1 hari yang lalu,,We don’t think health worries should be a work worry.,,,,
Production Control Manager,"(Manufaktur, Transportasi & Logistik)",PT Industrial Brushware Asia Pacific,Batam,1 hari yang lalu,,Location: Batam,,,,
Receptionist,(Administrasi & Dukungan Perkantoran),PT ASURANSI SIMAS JIWA,Jakarta Pusat,1 hari yang lalu,,-,,,,
Personnel Admin,(Administrasi & Dukungan Perkantoran),"Testing, Inspection & Consultant Company",Kalideres,23 jam yang lalu,,We use cookies to offer you the best possible website experience. Your cookie preferences will be stored in your browser’s local storage. This...,,,,
"Product Management, Business Development",(Teknologi Informasi & Komunikasi),Shopee Internasional Indonesia,Jakarta Raya,22 jam yang lalu,,"The Product Management team at Shopee is the key focal point between the business, engineering and design teams. The team is responsible for...",,,,
Area Manager,(Teknik),PT Printechnindo Raya Utama,Sidoarjo,1 hari yang lalu,,Be in charge of the allocated area by managing a team of your own and making sure operations run smoothly.,,,,
Channel Sales Manager,(Penjualan),LightsUp Network Solution Sdn Bhd,Jakarta Raya,1 hari yang lalu,"Rp 13,000,000 – Rp 15,000,000 per month","Boost your career! Lead sales at PT LNS Teknologi Solusindo, delivering top digital solutions in Indonesia.",13000000.0,15000000.0,month,IDR
Creative & Learning Development Intern,(Sumber Daya Manusia & Perekrutan),PT Amerta Indah Otsuka,Jakarta Raya,1 hari yang lalu,,We are looking for a passionate and detail-oriented Creative & Learning Development Intern to join our Talent Development team. This internship...,,,,
Engineering Technician25137290,(Teknik),Four Points by Sheraton,Bandung,2 hari yang lalu,,"Where timeless classics are woven with modern details. Where business meets pleasure. Where even when travelers are global, they can experience the...",,,,
Plastic Injection Technician,(Keterampilan & Jasa),PT sumbermasplast,Gresik,1 hari yang lalu,Rp 5.000.000 – Rp 6.000.000 per month,Operate cutting-edge injection moulding equipment. Grow your technical skills in a supportive team environment.,5000000.0,6000000.0,month,IDR
Account Management Staff (Logistics),(Administrasi & Dukungan Perkantoran),byOrange,Kebayoran Lama,30+ hari yang lalu,,We are currently seeking a dedicated and proactive Logistics Account Management Staff specializing in maintaining customer relationships to join ou...,,,,
Graphic Design Internship,(Desain & Arsitektur),RMA Indonesia,Jakarta Selatan,6 hari yang lalu,,"Responsible for creating after-sales graphic designs: warranty booklet, pricing visuals, campaigns, and standard documents.",,,,
Talent Acquisition Intern,(Sumber Daya Manusia & Perekrutan),PT Lemonilo Indonesia Sehat,Jakarta Raya,1 hari yang lalu,,-,,,,
Brand Manager Strepsils,(Pemasaran & Komunikasi),Reckitt Benckiser Indonesia,Jawa Barat,3 hari yang lalu,,"As an Assistant Brand Manager at Reckitt, you'll nurture our brands with creativity and strategic insight. We're seeking a dynamic marketer to...",,,,
Data Analyst Internship,(Teknologi Informasi & Komunikasi),Erajaya Group,Jakarta Barat,1 hari yang lalu,,HC Data Analyst,,,,
Resort Host / Front Desk Agent,(Hospitaliti & Pariwisata),Hilton Bali Resort,Banjar,2 hari yang lalu,,"As Resort Host, you will assist in daily Front Office operations and work with customers and Guests to serve their needs and provide an excellent...",,,,
Customer Experience (Contract),(Akuntansi),STOCKBIT.COM,Jakarta Raya,30+ hari yang lalu,,We are seeking a passionate Customer Experience who possesses excellent communication skills and a strong understanding of financial products to...,,,,
"Operational Risk, Manager",(Perbankan & Layanan Finansial),Financial Services,Jakarta Raya,30+ hari yang lalu,,We are looking for a Country Op Risk Manager who will implement the Operational Risk Management Framework and coordinate multiple Operational Risk...,,,,
Sales Executive-Four Points by Sheraton Batam25137195,(Penjualan),Four Points by Sheraton,Batu Ampar,2 hari yang lalu,,"Where timeless classics are woven with modern details. Where business meets pleasure. Where even when travelers are global, they can experience the...",,,,
Account Representative,(Penjualan),Synnex,Jakarta Raya,30+ hari yang lalu,,"At Tech Data, a TD SYNNEX Company, we’re proud to be recognized as a great place to work and a leader in the promotion and practice of diversity,...",,,,
